date,adj_close,volume,ticker,daily_return,log_volume,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,return_5d_avg,return_5d_vol,log_volume_5d_avg,return_10d_avg,return_10d_vol,log_volume_10d_avg,return_20d_avg,return_20d_vol,log_volume_20d_avg,benchmark_daily_return,benchmark_return_5d_avg,benchmark_return_20d_avg,daily_pubs,core_count,award_count,funder_count,avg_num_keywords,core_share,award_share,funder_share,daily_pubs_7d_avg,daily_pubs_14d_avg,daily_pubs_30d_avg,core_count_7d_avg,core_count_14d_avg,core_count_30d_avg,award_count_7d_avg,award_count_14d_avg,award_count_30d_avg,funder_count_7d_avg,funder_count_14d_avg,funder_count_30d_avg,avg_num_keywords_7d_avg,avg_num_keywords_14d_avg,avg_num_keywords_30d_avg,daily_pubs_growth_1d,daily_pubs_growth_7d,daily_pubs_growth_14d,daily_pubs_zscore_30d,unique_keywords,keyword_entropy,total_keyword_mentions,top10_keyword_mentions,top10_keyword_concentration,unique_keywords_7d_avg,keyword_entropy_7d_avg,new_keyword_count,new_keyword_share,new_keyword_count_14d_avg,unique_subfields,subfield_entropy,dominant_subfield_share,dominant_subfield_changed,kw_count__artificial-intelligence,kw_count__chemistry,kw_count__composite-material,kw_count__computer-science,kw_count__engineering,kw_count__materials-science,kw_count__medicine,kw_count__nanotechnology,kw_count__organic-chemistry,kw_count__physics,sf_count__2204,sf_count__2741,sf_count__3607,future_1w_return,future_1w_up,future_2w_return,future_2w_up,future_3w_return,future_3w_up,future_4w_return,future_4w_up,future_5w_return,future_5w_up,future_6w_return,future_6w_up,future_7w_return,future_7w_up,future_8w_return,future_8w_up
2020-01-16,44.342281341552734,756600.0,IHI,0.008544295148576131,13.536591312882544,0.004047696683395774,0.001748831341710444,-0.0001861059395628084,0.008855446305885417,,0.002823544853359339,0.0032441089776459524,13.623441373312058,0.0026352465456996542,0.00495304402019793,13.809456481900048,0.0026352465456996542,0.00495304402019793,13.933184919612069,0.0051949152975931945,0.0033345951463770395,0.002300954131688737,144,143,65,89,13.458333333333334,0.9930555555555556,0.4513888888888889,0.6180555555555556,120.28571428571429,120.28571428571429,124.75,117.57142857142857,117.35714285714286,121.1875,60.285714285714285,60.214285714285715,62.1875,76.0,75.35714285714286,77.125,13.698535944561485,13.821090933049181,13.745296049878071,0.11627906976744184,-0.1578947368421053,-0.08280254777070062,0.3817639496880034,913,6.132851581372004,1938,381.0,0.19659442724458204,783.4285714285714,5.949006599472287,211.0,0.23110624315443593,240.57142857142858,2,0.6457101064871973,0.6527777777777778,0,17.0,56.0,28.0,46.0,25.0,67.0,49.0,36.0,23.0,34.0,94,50,0,-0.00044029355312336094,0,-0.029596191968333296,0,-0.011662531422962918,0,0.013129316315646289,1,-0.028863057607309894,0,-0.07866664177577154,0,-0.15245538500608613,0,-0.2576742744770052,0
2020-01-17,44.47074508666992,726000.0,IHI,0.002897093727038502,13.495306671216452,0.008544295148576131,0.004047696683395774,0.001748831341710444,-3.6992967322846404e-05,-0.007190698790843886,0.0034103621922316084,0.0029230865591520195,13.585467668465892,0.003644025797487893,0.0037238348118765114,13.757961603241522,0.002659050834912277,0.0047231420735904745,13.8966950655791,0.0,0.003276194683313105,0.0020917764833533973,125,124,61,73,13.536,0.992,0.488,0.584,114.57142857142857,119.64285714285714,124.76470588235294,112.28571428571429,117.14285714285714,121.3529411764706,57.0,60.357142857142854,62.11764705882353,71.28571428571429,75.42857142857143,76.88235294117646,13.676406074431615,13.836988587633403,13.732984517532302,-0.13194444444444442,-0.24242424242424243,-0.06716417910447758,0.004809937205807852,834,6.088727562281743,1692,316.0,0.1867612293144208,753.5714285714286,5.93235671653582,159.0,0.1906474820143885,222.85714285714286,2,0.6074369177669534,0.704,0,15.0,55.0,16.0,29.0,15.0,57.0,40.0,25.0,26.0,38.0,88,37,0,-0.010312291259908957,0,-0.024647146414926602,0,-0.007935415263628731,0,0.002230707000731469,1,-0.06293415901659838,0,-0.10151402428892942,0,-0.11811604291363875,0,-0.22368908756663708,0
2020-01-21,44.71792984008789,1513200.0,IHI,0.005558367707494627,14.229737832591969,0.002897093727038502,0.008544295148576131,0.004047696683395774,-0.0001861059395628084,0.008380201088889816,0.004559256921643095,0.0023580383514996534,13.702186055607635,0.0033618424593483743,0.0034511814101220507,13.82927872233385,0.0029006605742941394,0.004592514894316226,13.922313739964705,0.0010527275872067587,0.004187094836890326,0.0020051890753411774,171,170,92,119,13.725146198830409,0.9941520467836257,0.5380116959064327,0.695906432748538,114.57142857142857,122.42857142857143,120.23809523809524,112.0,119.85714285714286,117.0952380952381,56.142857142857146,62.357142857142854,60.142857142857146,72.42857142857143,78.57142857142857,75.19047619047619,13.562252371423208,13.732090987274855,13.72310075243392,0.1399999999999999,0.204225352112676,-0.050000000000000044,0.9716849964082986,1039,6.15367738335869,2347,484.0,0.2062207072858969,752.7142857142857,5.929420506101279,203.0,0.19538017324350337,188.35714285714286,3,0.5851006623650439,0.7543859649122807,0,25.0,73.0,38.0,42.0,37.0,84.0,59.0,32.0,44.0,50.0,129,41,1,-0.008946186307622672,0,-0.01243706886998952,0,-0.004654623824177362,0,0.00338220301629244,1,-0.07644189990613803,0,-0.0665867806601933,0,-0.1621574749561464,0,-0.2454723751351776,0
2020-01-22,45.06919479370117,1246200.0,IHI,0.007855125558571485,14.035610281531353,0.005558367707494627,0.002897093727038502,0.008544295148576131,0.001748831341710444,-0.002030644202907772,0.005780515765015304,0.002159102436416129,13.7140884170628,0.0043504194354963,0.0031692959389299086,13.898449025495546,0.003281773265392397,0.004605622236851196,13.930406350076609,0.0012428829396498031,0.00322526929044904,0.0019465501418264564,135,134,74,91,13.74074074074074,0.9925925925925926,0.5481481481481482,0.674074074074074,115.42857142857143,119.78571428571429,120.9090909090909,113.85714285714286,117.42857142857143,117.86363636363636,58.142857142857146,61.42857142857143,60.77272727272727,75.0,77.35714285714286,75.9090909090909,13.637064725305326,13.710250209620124,13.723902570084231,-0.21052631578947367,0.04651162790697683,-0.2151162790697675,0.27557613267503644,901,6.112140600115526,1855,358.0,0.19299191374663072,764.2857142857143,5.9382289019022165,166.0,0.18423973362930077,174.64285714285714,3,0.6059171752105879,0.7407407407407407,0,15.0,69.0,29.0,34.0,24.0,60.0,46.0,25.0,28.0,28.0,100,34,1,-0.01681467679998827,0,-0.013314690892698322,0,-0.018582655945147297,0,-0.009850677368436478,0,-0.11088245841867606,0,-0.10251138864486442,0,-0.22490458642805156,0,-0.26001295513634426,0
2020-01-23,44.68215560913086,4046400.0,IHI,-0.008587665840091852,15.213338402031061,0.007855125558571485,0.005558367707494627,0.002897093727038502,0.004047696683395774,0.004220436789176274,0.0032534432603177786,0.006242116950240745,14.102116900050675,0.0030696091725694874,0.005014147717200164,13.855374449602891,0.0024339561864292363,0.005388965590769536,14.015935153540239,-0.005060792295937366,0.000485946705702478,0.0014460256819861833,181,179,93,122,13.668508287292818,0.988950276243094,0.5138121546961326,0.6740331491712708,120.71428571428571,120.5,123.52173913043478,119.0,118.28571428571429,120.52173913043478,62.142857142857146,61.214285714285715,62.17391304347826,79.71428571428571,77.85714285714286,77.91304347826087,13.66708971872811,13.682812831644798,13.721494123006343,0.3407407407407408,0.2569444444444444,0.0584795321637428,1.116339065833324,1075,6.189740334483921,2474,499.0,0.2016976556184317,787.4285714285714,5.946355866632492,200.0,0.18604651162790697,164.28571428571428,2,0.5281637566366589,0.7790055248618785,0,17.0,89.0,45.0,33.0,31.0,93.0,54.0,49.0,45.0,43.0,141,40,0,-0.010955285418732919,0,-0.004003446038767122,0,-0.006478610936639706,0,-0.008261562913984166,0,-0.12101474930887557,0,-0.10358145057195933,0,-0.1762264133868583,0,-0.2848303775266775,0
2020-01-24,44.322757720947266,1302600.0,IHI,-0.008043432177433973,14.079873592789522,-0.008587665840091852,0.007855125558571485,0.005558367707494627,0.008544295148576131,0.008855446305885417,-6.410220488424212e-05,0.0069197667805583375,14.210773356032073,0.0013797213242375483,0.005593597595584311,13.917107364672066,0.0017354636288383555,0.005825407516909817,14.01993130599332,-0.016698443328379442,-0.003892725019492049,0.00023639441462847504,168,161,84,103,13.220238095238095,0.9583333333333334,0.5,0.6130952380952381,126.85714285714286,120.71428571428571,125.375,124.28571428571429,118.28571428571429,122.20833333333333,65.42857142857143,61.214285714285715,63.083333333333336,84.0,77.64285714285714,78.95833333333333,13.621980875190696,13.649193474811156,13.700608455182667,-0.07182320441988954,0.3440000000000001,0.018181818181818077,0.8328169927277385,1036,6.201680264762062,2221,427.0,0.19225574065736156,816.2857142857143,5.962491966986822,170.0,0.1640926640926641,154.64285714285714,3,0.6834485669397063,0.6726190476190477,0,21.0,66.0,29.0,38.0,27.0,76.0,60.0,43.0,38.0,29.0,113,53,2,-0.029168741223923544,0,-0.011227181125308738,0,0.013575587112254928,1,-0.028435283926380617,0,-0.07826080595097062,0,-0.1520820522000922,0,-0.25734728927626394,0,-0.3212254210687804,0
2020-01-27,44.012149810791016,1575000.0,IHI,-0.007007865171923977,14.269766465162304,-0.008043432177433973,-0.008587665840091852,0.007855125558571485,0.002897093727038502,-3.6992967322846404e-05,-0.002045093984676738,0.0072005747287805155,14.365665314821243,0.0006826341037774353,0.006134888446668427,13.975566491643567,0.0011890055787907097,0.006024421793738233,14.03462749182679,-0.007613051416067607,-0.005415335302705571,-0.0002541959497900301,154,151,76,100,13.857142857142858,0.9805194805194806,0.4935064935064935,0.6493506493506493,128.28571428571428,119.35714285714286,120.44444444444444,125.42857142857143,116.57142857142857,117.29629629629629,64.85714285714286,59.57142857142857,60.18518518518518,83.85714285714286,76.5,75.81481481481481,13.712294556218662,13.629742900322986,13.7202233887338,10.0,0.026666666666666616,-0.06666666666666665,0.6244095721787286,998,6.222515799293675,2134,384.0,0.17994376757263356,823.0,5.94592738955542,166.0,0.16633266533066132,144.28571428571428,3,0.6230566523255087,0.7207792207792207,0,18.0,77.0,24.0,35.0,16.0,69.0,41.0,36.0,40.0,28.0,111,42,1,-0.014484220657106528,0,0.0024016424325468133,1,0.01267369307496824,1,-0.05317017407812297,0,-0.09215203161927077,0,-0.1089270390060395,0,-0.21560012761840264,0,-0.2424622239040778,0
2020-01-28,44.317874908447266,898200.0,IHI,0.006946379555885507,13.708149152972942,-0.007007865171923977,-0.008043432177433973,-0.008587665840091852,0.005558367707494627,-0.0001861059395628084,-0.001767491614998562,0.007508528930114364,14.261347578897437,0.0013958826533222667,0.006401258668592304,13.981766817252538,0.0015276746362668742,0.005999490360099024,14.01648980633491,0.004917464991298859,-0.004642387821887151,5.001939968578692e-05,148,148,71,94,13.844594594594595,1.0,0.4797297297297297,0.6351351351351351,125.0,119.78571428571429,121.42857142857143,122.28571428571429,117.14285714285714,118.39285714285714,61.857142857142854,59.0,60.57142857142857,80.28571428571429,76.35714285714286,76.46428571428571,13.729358612756402,13.645805492089805,13.724665217514541,-0.038961038961038974,-0.13450292397660824,0.04225352112676051,0.5011729636583507,977,6.188518007688681,2049,379.0,0.18496827720839434,814.1428571428571,5.950904621602562,157.0,0.16069600818833163,139.14285714285714,2,0.5623351446188083,0.75,0,16.0,64.0,21.0,29.0,28.0,66.0,52.0,33.0,32.0,38.0,111,37,0,-0.0035223945603527484,0,0.004330302173457312,1,0.012439676991891302,1,-0.06810499355937705,0,-0.05816091271352719,0,-0.15459431822143266,0,-0.23866129725723717,0,-0.2294086634448489,0
2020-01-29,44.311370849609375,1032600.0,IHI,-0.00014675926703000552,13.847591419856425,0.006946379555885507,-0.007007865171923977,-0.008043432177433973,0.007855125558571485,0.001748831341710444,-0.00336786858011886,0.0059852487566357665,14.22374380656245,0.0012063235924482218,0.006416049955887812,13.968916111812623,0.0014346505305281587,0.00584305857908765,14.007600417572883,-0.0027403479996601643,-0.005439034009749144,-0.00010500101138898815,137,136,66,85,13.467153284671532,0.9927007299270073,0.48175182481751827,0.6204379562043796,125.28571428571429,120.35714285714286,121.96551724137932,122.57142857142857,118.21428571428571,119.0,60.714285714285715,59.42857142857143,60.758620689655174,79.42857142857143,77.21428571428571,76.75862068965517,13.690274690460802,13.663669707883063,13.71578549569237,-0.07432432432432434,0.014814814814814836,0.0620155038759691,0.28816171047268463,868,6.1003482562716425,1845,358.0,0.1940379403794038,809.4285714285714,5.949220001053435,138.0,0.15898617511520738,138.0,2,0.6277466429401228,0.6788321167883211,0,22.0,57.0,23.0,36.0,29.0,61.0,42.0,31.0,28.0,29.0,93,44,0,0.0035598435256318783,1,-0.0017982155585934967,0,0.007083099459708864,1,-0.09567655191650104,0,-0.08716231805205943,0,-0.21164871435507693,0,-0.24735751500521697,0,-0.18073667609048238,0
2020-01-30,44.192649841308594,905400.0,IHI,-0.002679244763239552,13.716133218467592,-0.00014675926703000552,0.006946379555885507,-0.007007865171923977,-0.008587665840091852,0.004047696683395774,-0.0021861843647484,0.005391883618842739,13.924302769849756,0.0005336294477846892,0.006435495603654742,14.013209834950217,0.001218129725593016,0.005760927349615251,13.993027057617619,-0.007261568905792437,-0.005879189331720158,-0.0004816624795154855,155,153,81,97,13.67741935483871,0.9870967741935484,0.5225806451612903,0.6258064516129033,121.57142857142857,121.14285714285714,123.06666666666666,118.85714285714286,118.92857142857143,120.13333333333334,59.0,60.57142857142857,61.43333333333333,75.85714285714286,77.78571428571429,77.43333333333334,13.691547700110215,13.679318709419162,13.71450662433058,0.13138686131386867,-0.14364640883977897,0.07638888888888884,0.6184023165439825,999,6.178941113337164,2120,413.0,0.194811320754717,798.5714285714286,5.947677255175328,153.0,0.15315315315315314,133.85714285714286,2,0.6464424671422271,0.6516129032258065,0,19.0,67.0,35.0,41.0,25.0,78.0,51.0,32.0,31.0,34.0,101,54,0,0.00702884235411827,1,0.004526260962820494,1,0.002723559880595694,1,-0.11127855219037164,0,-0.09365215119969739,0,-0.16710177561395334,0,-0.276908706017296,0,-0.19344068514380608,0
2020-01-31,43.0299186706543,1302600.0,IHI,-0.02631051034118903,14.079873592789522,-0.002679244763239552,-0.00014675926703000552,0.006946379555885507,-0.008043432177433973,0.008544295148576131,-0.005839599997499412,0.011191966473734044,13.924302769849756,-0.0029518511011918267,0.009742214153434445,14.067538062940915,-0.0001583022777460863,0.008217396538300531,13.93849727242048,-0.01996881132738948,-0.006533262931522166,-0.001456019921909185,176,162,77,94,13.164772727272727,0.9204545454545454,0.4375,0.5340909090909091,122.71428571428571,124.78571428571429,123.76666666666667,119.0,121.64285714285714,120.83333333333333,58.0,61.714285714285715,61.36666666666667,74.57142857142857,79.28571428571429,77.53333333333333,13.683624076115164,13.652802475652928,13.746235607712789,0.13548387096774195,0.04761904761904767,0.4079999999999999,1.0005273995413817,1063,6.225826010934763,2317,451.0,0.19464825205006475,802.4285714285714,5.9511266474857125,144.0,0.1354656632173095,132.78571428571428,3,0.696525636738452,0.6761363636363636,0,25.0,60.0,33.0,43.0,26.0,79.0,66.0,46.0,27.0,46.0,119,54,3,0.018480616416526985,1,0.044028586790732405,1,0.0007554941097256407,1,-0.05056704168027848,0,-0.12660625609760967,0,-0.2350341998052311,0,-0.3008315577035,0,-0.14095514774555218,0
